SOURCE	TARGET	COUNT	BASE
פאתוס	פתוס	82	0
בפאתוס	בפתוס	49	82
הפאתוס	הפתוס	63	82
ופאתוס	ופתוס	1	82
לפאתוס	לפתוס	2	82
מפאתוס	מפתוס	1	82
ובפאתוס	ובפתוס	2	82
שהפאתוס	שהפתוס	1	82
מהפאתוס	מהפתוס	2	82
פבל	פאבל	6	0
ופבל	ופאבל	1	6
לפבל	לפאבל	2	6
מפבל	מפאבל	1	6
ומפבל	ומפאבל	1	6
פבלו	פאבלו	44	0
ופבלו	ופאבלו	4	44
לפבלו	לפאבלו	2	44
פגאן	פגן	3	0
פולאק	פולק	6	0
פולארד	פולרד	716	0
בפולארד	בפולרד	13	716
ופולארד	ופולרד	7	716
לפולארד	לפולרד	18	716
מפולארד	מפולרד	1	716
שפולארד	שפולרד	20	716
כשפולארד	כשפולרד	1	716
לפולהאם	לפולהם	1	0
פולקסוואגן	פולקסווגן	56	0
בפולקסוואגן	בפולקסווגן	7	56
ופולקסוואגן	ופולקסווגן	1	56
לפולקסוואגן	לפולקסווגן	4	56
מפולקסוואגן	מפולקסווגן	4	56
שפולקסוואגן	שפולקסווגן	6	56
פטרארקה	פטררקה	83	0
בפטרארקה	בפטררקה	3	83
ופטרארקה	ופטררקה	8	83
לפטרארקה	לפטררקה	7	83
מפטרארקה	מפטררקה	2	83
שפטרארקה	שפטררקה	17	83
כשפטרארקה	כשפטררקה	3	83
פיאודליזם	פאודליזם	2	0
בפיאודליזם	בפאודליזם	1	2
הפיאודליזם	הפאודליזם	3	2
מפיאודליזם	מפאודליזם	1	2
והפיאודליזם	והפאודליזם	1	2
מהפיאודליזם	מהפאודליזם	1	2
פיבונאצ'י	פיבונצ'י	122	0
בפיבונאצ'י	בפיבונצ'י	4	122
לפיבונאצ'י	לפיבונצ'י	5	122
שפיבונאצ'י	שפיבונצ'י	1	122
פיברגלס	פיברגלאס	6	0
מפיברגלס	מפיברגלאס	5	6
פיג'ו	פז'ו	10	0
בפיג'ו	בפז'ו	2	10
פיזאנו	פיזנו	3	0
פייגא	פייגה	2	0
שפינברג	שפיינברג	1	0
פינקוביץ	פינקוביץ'	4	0
פיסיקה	פיזיקה	7	0
בפיסיקה	בפיזיקה	4	7
הפיסיקה	הפיזיקה	18	7
ופיסיקה	ופיזיקה	3	7
שבפיסיקה	שבפיזיקה	1	7
מהפיסיקה	מהפיזיקה	1	7
פלאביוס	פלוויוס	149	0
בפלאביוס	בפלוויוס	11	149
ופלאביוס	ופלוויוס	4	149
לפלאביוס	לפלוויוס	2	149
מפלאביוס	מפלוויוס	7	149
שפלאביוס	שפלוויוס	4	149
בפלאזמה	בפלזמה	1	0
הפלאזמה	הפלזמה	3	0
פלאשבק	פלשבק	8	0
בפלאשבק	בפלשבק	3	8
לפלאשבק	לפלשבק	1	8
פלאשבקים	פלשבקים	8	0
הפלאשבקים	הפלשבקים	2	8
ופלאשבקים	ופלשבקים	1	8
פלאשפוינט	פלשפוינט	1	0
פלביוס	פלוויוס	80	0
בפלביוס	בפלוויוס	5	80
ופלביוס	ופלוויוס	2	80
מפלביוס	מפלוויוס	4	80
פלטות	פלאטות	112	0
בפלטות	בפלאטות	11	112
ופלטות	ופלאטות	1	112
לפלטות	לפלאטות	4	112
מפלטות	מפלאטות	6	112
שפלטות	שפלאטות	1	112
פליאו	פלאו	6	0
מפליאו	מפלאו	1	6
ושפליאו	ושפלאו	1	6
פליכס	פליקס	3	0
פלסמה	פלזמה	2	0
הפלסמה	הפלזמה	3	2
פנגווין	פינגווין	4	0
פנגיאה	פנגאה	2	0
פנטסיה	פנטזיה	20	0
הפנטסיה	הפנטזיה	4	20
ופנטסיה	ופנטזיה	1	20
מפנטסיה	מפנטזיה	1	20
והפנטסיה	והפנטזיה	1	20
מהפנטסיה	מהפנטזיה	1	20
פנטסיות	פנטזיות	3	0
הפנטסיות	הפנטזיות	1	3
פניקה	פאניקה	164	0
בפניקה	בפאניקה	103	164
הפניקה	הפאניקה	74	164
ופניקה	ופאניקה	21	164
כפניקה	כפאניקה	1	164
לפניקה	לפאניקה	53	164
מפניקה	מפאניקה	4	164
ובפניקה	ובפאניקה	5	164
והפניקה	והפאניקה	7	164
ומפניקה	ומפאניקה	1	164
שבפניקה	שבפאניקה	2	164
שהפניקה	שהפאניקה	2	164
מהפניקה	מהפאניקה	3	164
פנסילבניה	פנסילווניה	152	0
בפנסילבניה	בפנסילווניה	112	152
ופנסילבניה	ופנסילווניה	8	152
לפנסילבניה	לפנסילווניה	7	152
מפנסילבניה	מפנסילווניה	18	152
שפנסילבניה	שפנסילווניה	1	152
ובפנסילבניה	ובפנסילווניה	3	152
שבפנסילבניה	שבפנסילווניה	7	152
פפוס	פאפוס	35	0
בפפוס	בפאפוס	2	35
לפפוס	לפאפוס	11	35
מפפוס	מפאפוס	1	35
שפפוס	שפאפוס	2	35
פקיסטאן	פקיסטן	1	0
ופקיסטאן	ופקיסטן	1	1
פראבדה	פרוודה	41	0
בפראבדה	בפרוודה	5	41
ופראבדה	ופרוודה	1	41
לפראבדה	לפרוודה	2	41
שבפראבדה	שבפרוודה	1	41
הפראמדיקית	הפרמדיקית	1	0
פרבדה	פרוודה	3	0
פרגו	פארגו	33	0
ופרגו	ופארגו	2	33
פרדש	פראדש	9	0
בפרדש	בפראדש	1	9
בפרובאנס	בפרובנס	1	0
ופרובאנס	ופרובנס	1	0
מפרובאנס	מפרובנס	1	0
שפרובאנס	שפרובנס	1	0
פרוזאק	פרוזק	5	0
פרויקט	פרוייקט	8381	0
בפרויקט	בפרוייקט	1741	8381
הפרויקט	הפרוייקט	5780	8381
ופרויקט	ופרוייקט	86	8381
כפרויקט	כפרוייקט	277	8381
לפרויקט	לפרוייקט	1221	8381
מפרויקט	מפרוייקט	196	8381
שפרויקט	שפרוייקט	83	8381
ובפרויקט	ובפרוייקט	28	8381
והפרויקט	והפרוייקט	195	8381
וכפרויקט	וכפרוייקט	2	8381
ולפרויקט	ולפרוייקט	31	8381
ושפרויקט	ושפרוייקט	2	8381
שבפרויקט	שבפרוייקט	29	8381
שהפרויקט	שהפרוייקט	358	8381
כשפרויקט	כשפרוייקט	9	8381
כשהפרויקט	כשהפרוייקט	16	8381
וכשהפרויקט	וכשהפרוייקט	4	8381
מהפרויקט	מהפרוייקט	236	8381
פרויקטור	פרוייקטור	270	0
בפרויקטור	בפרוייקטור	4	270
הפרויקטור	הפרוייקטור	129	270
ופרויקטור	ופרוייקטור	5	270
כפרויקטור	כפרוייקטור	18	270
לפרויקטור	לפרוייקטור	30	270
מפרויקטור	מפרוייקטור	2	270
שפרויקטור	שפרוייקטור	3	270
והפרויקטור	והפרוייקטור	3	270
ולפרויקטור	ולפרוייקטור	2	270
שהפרויקטור	שהפרוייקטור	10	270
מהפרויקטור	מהפרוייקטור	4	270
פרויקטורים	פרוייקטורים	41	0
הפרויקטורים	הפרוייקטורים	19	41
והפרויקטורים	והפרוייקטורים	1	41
שבפרויקטורים	שבפרוייקטורים	1	41
מהפרויקטורים	מהפרוייקטורים	1	41
פרויקטורית	פרוייקטורית	6	0
הפרויקטורית	הפרוייקטורית	1	6
כפרויקטורית	כפרוייקטורית	1	6
פרויקטי	פרוייקטי	136	0
בפרויקטי	בפרוייקטי	23	136
הפרויקטי	הפרוייקטי	11	136
ופרויקטי	ופרוייקטי	4	136
כפרויקטי	כפרוייקטי	1	136
לפרויקטי	לפרוייקטי	15	136
מפרויקטי	מפרוייקטי	7	136
שפרויקטי	שפרוייקטי	1	136
מהפרויקטי	מהפרוייקטי	1	136
פרויקטים	פרוייקטים	3725	0
בפרויקטים	בפרוייקטים	541	3725
הפרויקטים	הפרוייקטים	1217	3725
ופרויקטים	ופרוייקטים	132	3725
כפרויקטים	כפרוייקטים	9	3725
לפרויקטים	לפרוייקטים	354	3725
מפרויקטים	מפרוייקטים	37	3725
שפרויקטים	שפרוייקטים	26	3725
ובפרויקטים	ובפרוייקטים	30	3725
והפרויקטים	והפרוייקטים	51	3725
וכפרויקטים	וכפרוייקטים	1	3725
ולפרויקטים	ולפרוייקטים	15	3725
ומפרויקטים	ומפרוייקטים	1	3725
ושפרויקטים	ושפרוייקטים	1	3725
שבפרויקטים	שבפרוייקטים	10	3725
שהפרויקטים	שהפרוייקטים	45	3725
כשהפרויקטים	כשהפרוייקטים	1	3725
וכשהפרויקטים	וכשהפרוייקטים	1	3725
מהפרויקטים	מהפרוייקטים	151	3725
פריווילג	פריבילג	4	0
כפריווילג	כפריבילג	1	4
פריווילגיה	פריבילגיה	160	0
בפריווילגיה	בפריבילגיה	7	160
הפריווילגיה	הפריבילגיה	174	160
ופריווילגיה	ופריבילגיה	1	160
כפריווילגיה	כפריבילגיה	2	160
לפריווילגיה	לפריבילגיה	2	160
והפריווילגיה	והפריבילגיה	2	160
מהפריווילגיה	מהפריבילגיה	3	160
פריס	פריז	198	0
בפריס	בפריז	125	198
ופריס	ופריז	7	198
כפריס	כפריז	1	198
לפריס	לפריז	33	198
מפריס	מפריז	74	198
שפריס	שפריז	3	198
ובפריס	ובפריז	3	198
ומפריס	ומפריז	2	198
שבפריס	שבפריז	2	198
כשפריס	כשפריז	1	198
פרנציפ	פרינציפ	17	0
בפרנציפ	בפרינציפ	3	17
כפרנציפ	כפרינציפ	1	17
פרפרזה	פרפראזה	342	0
בפרפרזה	בפרפראזה	148	342
הפרפרזה	הפרפראזה	39	342
ופרפרזה	ופרפראזה	3	342
כפרפרזה	כפרפראזה	28	342
לפרפרזה	לפרפראזה	4	342
מפרפרזה	מפרפראזה	2	342
שפרפרזה	שפרפראזה	1	342
ובפרפרזה	ובפרפראזה	10	342
והפרפרזה	והפרפראזה	2	342
שבפרפרזה	שבפרפראזה	3	342
כשהפרפרזה	כשהפרפראזה	1	342
פרפרזות	פרפראזות	13	0
בפרפרזות	בפרפראזות	5	13
הפרפרזות	הפרפראזות	5	13
לפרפרזות	לפרפראזות	2	13
ובפרפרזות	ובפרפראזות	1	13
שהפרפרזות	שהפרפראזות	1	13
מהפרפרזות	מהפרפראזות	1	13
פרקינג	פארקינג	10	0
בפרקינג	בפארקינג	1	10
לפרקינג	לפארקינג	2	10
פרקר	פארקר	16	0
בפרקר	בפארקר	1	16
ופרקר	ופארקר	2	16
לפרקר	לפארקר	1	16
מפרקר	מפארקר	1	16
שפרקר	שפארקר	1	16
פרשבורג	פרסבורג	25	0
בפרשבורג	בפרסבורג	14	25
לפרשבורג	לפרסבורג	2	25
צ'אט	צ'ט	666	0
בצ'אט	בצ'ט	5447	666
הצ'אט	הצ'ט	1146	666
וצ'אט	וצ'ט	9	666
כצ'אט	כצ'ט	1	666
לצ'אט	לצ'ט	212	666
מצ'אט	מצ'ט	17	666
שצ'אט	שצ'ט	26	666
ובצ'אט	ובצ'ט	13	666
והצ'אט	והצ'ט	9	666
ולצ'אט	ולצ'ט	3	666
שבצ'אט	שבצ'ט	37	666
שהצ'אט	שהצ'ט	42	666
כשצ'אט	כשצ'ט	1	666
כשהצ'אט	כשהצ'ט	1	666
מהצ'אט	מהצ'ט	73	666
צ'אטבוט	צ'טבוט	10	0
בצ'אטבוט	בצ'טבוט	1	10
הצ'אטבוט	הצ'טבוט	7	10
לצ'אטבוט	לצ'טבוט	1	10
צ'אטבוטים	צ'טבוטים	2	0
מצ'אטבוטים	מצ'טבוטים	2	2
צ'אטים	צ'טים	89	0
בצ'אטים	בצ'טים	82	89
הצ'אטים	הצ'טים	99	89
וצ'אטים	וצ'טים	7	89
לצ'אטים	לצ'טים	18	89
שהצ'אטים	שהצ'טים	2	89
מהצ'אטים	מהצ'טים	5	89
צ'אפמן	צ'פמן	2	0
צ'ארטר	צ'רטר	31	0
בצ'ארטר	בצ'רטר	18	31
וצ'ארטר	וצ'רטר	1	31
לצ'ארטר	לצ'רטר	3	31
ובצ'ארטר	ובצ'רטר	1	31
צ'ארלטון	צ'רלטון	14	0
וצ'ארלטון	וצ'רלטון	1	14
לצ'ארלטון	לצ'רלטון	1	14
צ'ארלס	צ'רלס	422	0
בצ'ארלס	בצ'רלס	5	422
וצ'ארלס	וצ'רלס	13	422
לצ'ארלס	לצ'רלס	16	422
מצ'ארלס	מצ'רלס	2	422
שצ'ארלס	שצ'רלס	43	422
כשצ'ארלס	כשצ'רלס	2	422
בצ'ארלסטון	בצ'רלסטון	4	0
צ'מברלין	צ'מברליין	24	0
וצ'מברלין	וצ'מברליין	2	24
לצ'מברלין	לצ'מברליין	3	24
שצ'מברלין	שצ'מברליין	2	24
כשצ'מברלין	כשצ'מברליין	1	24
צוויג	צווייג	41	0
צונאמי	צונמי	379	0
בצונאמי	בצונמי	29	379
הצונאמי	הצונמי	116	379
וצונאמי	וצונמי	7	379
כצונאמי	כצונמי	7	379
לצונאמי	לצונמי	23	379
מצונאמי	מצונמי	3	379
שצונאמי	שצונמי	3	379
והצונאמי	והצונמי	10	379
ולצונאמי	ולצונמי	1	379
שבצונאמי	שבצונמי	1	379
שהצונאמי	שהצונמי	11	379
מהצונאמי	מהצונמי	9	379
שכשהצונאמי	שכשהצונמי	1	379
ציוויליזציה	ציביליזציה	264	0
בציוויליזציה	בציביליזציה	43	264
הציוויליזציה	הציביליזציה	383	264
וציוויליזציה	וציביליזציה	6	264
כציוויליזציה	כציביליזציה	15	264
לציוויליזציה	לציביליזציה	56	264
מציוויליזציה	מציביליזציה	9	264
שציוויליזציה	שציביליזציה	3	264
ובציוויליזציה	ובציביליזציה	1	264
והציוויליזציה	והציביליזציה	17	264
שבציוויליזציה	שבציביליזציה	1	264
שהציוויליזציה	שהציביליזציה	25	264
כשהציוויליזציה	כשהציביליזציה	3	264
מהציוויליזציה	מהציביליזציה	31	264
ציוויליזציות	ציביליזציות	73	0
בציוויליזציות	בציביליזציות	7	73
הציוויליזציות	הציביליזציות	69	73
וציוויליזציות	וציביליזציות	3	73
כציוויליזציות	כציביליזציות	1	73
לציוויליזציות	לציביליזציות	6	73
מציוויליזציות	מציביליזציות	1	73
שציוויליזציות	שציביליזציות	2	73
והציוויליזציות	והציביליזציות	1	73
שבציוויליזציות	שבציביליזציות	1	73
שהציוויליזציות	שהציביליזציות	1	73
מהציוויליזציות	מהציביליזציות	1	73
צלסיוס	צלזיוס	6	0
בצלסיוס	בצלזיוס	1	6
קאזאן	קזאן	1	0
קאלאס	קאלס	1	0
קאמיל	קמיל	7	0
וקאמיל	וקמיל	1	7
קאנצלר	קנצלר	22	0
הקאנצלר	הקנצלר	27	22
לקאנצלר	לקנצלר	5	22
שקאנצלר	שקנצלר	1	22
קאסוטו	קסוטו	4	0
קאסיוס	קסיוס	5	0
וקאסיוס	וקסיוס	1	5
שקאסיוס	שקסיוס	2	5
קארטר	קרטר	18	0
לקארטר	לקרטר	1	18
שקארטר	שקרטר	2	18
קארל	קרל	176	0
בקארל	בקרל	2	176
וקארל	וקרל	13	176
לקארל	לקרל	9	176
מקארל	מקרל	4	176
שקארל	שקרל	8	176
קארלה	קרלה	11	0
לקארלה	לקרלה	1	11
קארלו	קרלו	9	0
קארלוס	קרלוס	6	0
וקארלוס	וקרלוס	1	6
קארלי	קרלי	1	0
קארסון	קרסון	2	0
קדילאק	קדילק	11	0
בקדילאק	בקדילק	2	11
לקדילאק	לקדילק	1	11
מקדילאק	מקדילק	1	11
קווארד	קאוורד	4	0
קוויל	קווייל	15	0
וקוויל	וקווייל	7	15
מקוויל	מקווייל	2	15
קוזאק	קוזק	12	0
הקוזאק	הקוזק	9	12
והקוזאק	והקוזק	1	12
שהקוזאק	שהקוזק	1	12
קוזאקים	קוזקים	41	0
הקוזאקים	הקוזקים	46	41
וקוזאקים	וקוזקים	3	41
לקוזאקים	לקוזקים	2	41
שקוזאקים	שקוזקים	1	41
והקוזאקים	והקוזקים	5	41
שהקוזאקים	שהקוזקים	5	41
קוידר	קווידר	31	0
קוימברה	קואימברה	2	0
קומאן	קומן	1	0
בקומאן	בקומן	1	1
מקומאן	מקומן	2	1
קונבנציה	קונוונציה	85	0
בקונבנציה	בקונוונציה	7	85
הקונבנציה	הקונוונציה	50	85
וקונבנציה	וקונוונציה	3	85
כקונבנציה	כקונוונציה	2	85
לקונבנציה	לקונוונציה	7	85
מקונבנציה	מקונוונציה	1	85
שהקונבנציה	שהקונוונציה	7	85
מהקונבנציה	מהקונוונציה	4	85
קונבנציות	קונוונציות	43	0
בקונבנציות	בקונוונציות	16	43
הקונבנציות	הקונוונציות	33	43
וקונבנציות	וקונוונציות	2	43
לקונבנציות	לקונוונציות	3	43
שקונבנציות	שקונוונציות	3	43
והקונבנציות	והקונוונציות	1	43
מהקונבנציות	מהקונוונציות	7	43
קונברסיה	קונוורסיה	10	0
בקונברסיה	בקונוורסיה	1	10
הקונברסיה	הקונוורסיה	7	10
לקונברסיה	לקונוורסיה	1	10
והקונברסיה	והקונוורסיה	1	10
שהקונברסיה	שהקונוורסיה	2	10
קונווי	קונוויי	20	0
שקונווי	שקונוויי	1	20
קונסורטיום	קונסורציום	2	0
בקונסורטיום	בקונסורציום	3	2
לקונסורטיום	לקונסורציום	1	2
קונסנזוס	קונצנזוס	1158	0
בקונסנזוס	בקונצנזוס	429	1158
הקונסנזוס	הקונצנזוס	265	1158
וקונסנזוס	וקונצנזוס	3	1158
כקונסנזוס	כקונצנזוס	6	1158
לקונסנזוס	לקונצנזוס	276	1158
מקונסנזוס	מקונצנזוס	15	1158
שקונסנזוס	שקונצנזוס	2	1158
ובקונסנזוס	ובקונצנזוס	8	1158
והקונסנזוס	והקונצנזוס	7	1158
ולקונסנזוס	ולקונצנזוס	4	1158
שבקונסנזוס	שבקונצנזוס	19	1158
שהקונסנזוס	שהקונצנזוס	15	1158
מהקונסנזוס	מהקונצנזוס	34	1158
קונסנסוס	קונצנזוס	1	0
בקונסנסוס	בקונצנזוס	1	1
קונסרבטואר	קונסרווטואר	1	0
קונסרבטוריון	קונסרווטוריון	9	0
בקונסרבטוריון	בקונסרווטוריון	12	9
הקונסרבטוריון	הקונסרווטוריון	6	9
לקונסרבטוריון	לקונסרווטוריון	3	9
מקונסרבטוריון	מקונסרווטוריון	2	9
ובקונסרבטוריון	ובקונסרווטוריון	1	9
מהקונסרבטוריון	מהקונסרווטוריון	1	9
קונסרבטוריונים	קונסרווטוריונים	8	0
בקונסרבטוריונים	בקונסרווטוריונים	5	8
הקונסרבטוריונים	הקונסרווטוריונים	22	8
לקונסרבטוריונים	לקונסרווטוריונים	6	8
והקונסרבטוריונים	והקונסרווטוריונים	3	8
שהקונסרבטוריונים	שהקונסרווטוריונים	1	8
מהקונסרבטוריונים	מהקונסרווטוריונים	1	8
קונצפציה	קונספציה	41	0
בקונצפציה	בקונספציה	4	41
הקונצפציה	הקונספציה	24	41
וקונצפציה	וקונספציה	1	41
לקונצפציה	לקונספציה	2	41
שהקונצפציה	שהקונספציה	1	41
קונצפציות	קונספציות	5	0
הקונצפציות	הקונספציות	3	5
מהקונצפציות	מהקונספציות	1	5
בקופנהאגן	בקופנהגן	1	0
קורבטה	קורווטה	2	0
קורבטות	קורווטות	1	0
וקורבטות	וקורווטות	1	1
קוריאה	קוראה	1759	0
בקוריאה	בקוראה	390	1759
וקוריאה	וקוראה	53	1759
כקוריאה	כקוראה	2	1759
לקוריאה	לקוראה	94	1759
מקוריאה	מקוראה	60	1759
שקוריאה	שקוראה	34	1759
ובקוריאה	ובקוראה	11	1759
ולקוריאה	ולקוראה	4	1759
שבקוריאה	שבקוראה	8	1759
קורליאונה	קורלאונה	9	0
מקורליאונה	מקורלאונה	1	9
ומקורליאונה	ומקורלאונה	1	9
קורצ'אק	קורצ'ק	137	0
בקורצ'אק	בקורצ'ק	1	137
וקורצ'אק	וקורצ'ק	5	137
לקורצ'אק	לקורצ'ק	4	137
מקורצ'אק	מקורצ'ק	2	137
שקורצ'אק	שקורצ'ק	19	137
קורצוויל	קורצווייל	13	0
לקורצוויל	לקורצווייל	1	13
קזחסטאן	קזחסטן	1	0
וקזחסטאן	וקזחסטן	1	1
קטיגור	קטגור	10	0
הקטיגור	הקטגור	2	10
כקטיגור	כקטגור	1	10
קטיגוריה	קטגוריה	3	0
לקילווט	לקילו ואט	1	0
קילומטראז'	קילומטרז'	84	0
בקילומטראז'	בקילומטרז'	6	84
הקילומטראז'	הקילומטרז'	28	84
וקילומטראז'	וקילומטרז'	2	84
לקילומטראז'	לקילומטרז'	3	84
והקילומטראז'	והקילומטרז'	2	84
מהקילומטראז'	מהקילומטרז'	1	84
קיץ'	קיטש	28	0
בקיץ'	בקיטש	4	28
וקיץ'	וקיטש	1	28
כקיץ'	כקיטש	1	28
לקיץ'	לקיטש	3	28
שקיץ'	שקיטש	1	28
קית'	קית	43	0
בקית'	בקית	1	43
וקית'	וקית	9	43
קלאסיקה	קלסיקה	217	0
בקלאסיקה	בקלסיקה	26	217
הקלאסיקה	הקלסיקה	135	217
וקלאסיקה	וקלסיקה	1	217
כקלאסיקה	כקלסיקה	1	217
לקלאסיקה	לקלסיקה	33	217
מקלאסיקה	מקלסיקה	3	217
שקלאסיקה	שקלסיקה	1	217
והקלאסיקה	והקלסיקה	4	217
שבקלאסיקה	שבקלסיקה	1	217
שהקלאסיקה	שהקלסיקה	1	217
מהקלאסיקה	מהקלסיקה	14	217
קלאסיקות	קלסיקות	60	0
בקלאסיקות	בקלסיקות	4	60
הקלאסיקות	הקלסיקות	56	60
וקלאסיקות	וקלסיקות	3	60
כקלאסיקות	כקלסיקות	1	60
לקלאסיקות	לקלסיקות	16	60
מקלאסיקות	מקלסיקות	3	60
שקלאסיקות	שקלסיקות	1	60
מהקלאסיקות	מהקלסיקות	4	60
קליאופטרה	קלאופטרה	25	0
בקליאופטרה	בקלאופטרה	1	25
וקליאופטרה	וקלאופטרה	2	25
לקליאופטרה	לקלאופטרה	4	25
קליבלנד	קליוולנד	40	0
בקליבלנד	בקליוולנד	22	40
וקליבלנד	וקליוולנד	2	40
לקליבלנד	לקליוולנד	3	40
מקליבלנד	מקליוולנד	4	40
שקליבלנד	שקליוולנד	4	40
ובקליבלנד	ובקליוולנד	1	40
קלינשטיין	קליינשטיין	1	0
קלמנוביץ	קלמנוביץ'	6	0
קנאביס	קנביס	1150	0
בקנאביס	בקנביס	234	1150
הקנאביס	הקנביס	418	1150
וקנאביס	וקנביס	24	1150
כקנאביס	כקנביס	1	1150
לקנאביס	לקנביס	147	1150
מקנאביס	מקנביס	39	1150
שקנאביס	שקנביס	63	1150
ובקנאביס	ובקנביס	4	1150
והקנאביס	והקנביס	5	1150
שבקנאביס	שבקנביס	6	1150
שהקנאביס	שהקנביס	23	1150
מהקנאביס	מהקנביס	6	1150
קנבס	קנווס	24	0
בקנבס	בקנווס	1	24
הקנבס	הקנווס	15	24
לקנבס	לקנווס	5	24
מקנבס	מקנווס	1	24
שקנבס	שקנווס	1	24
שהקנבס	שהקנווס	1	24
קנטאקי	קנטקי	5	0
בקנטאקי	בקנטקי	2	5
מקנטאקי	מקנטקי	1	5
קניבסקי	קנייבסקי	180	0
בקניבסקי	בקנייבסקי	1	180
שקניבסקי	שקנייבסקי	1	180
קפלות	קאפלות	13	0
קפלת	קאפלת	58	0
מקראוון	מקרוואן	1	0
קראוטהאמר	קראוטהמר	1	0
קראקוב	קרקוב	21	0
בקראקוב	בקרקוב	25	21
וקראקוב	וקרקוב	1	21
לקראקוב	לקרקוב	16	21
מקראקוב	מקרקוב	11	21
שקראקוב	שקרקוב	1	21
קרוהן	קרון	4	0
וקרוהן	וקרון	1	4
קרוון	קרוואן	118	0
בקרוון	בקרוואן	55	118
הקרוון	הקרוואן	30	118
וקרוון	וקרוואן	2	118
לקרוון	לקרוואן	9	118
מקרוון	מקרוואן	12	118
שקרוון	שקרוואן	2	118
והקרוון	והקרוואן	1	118
ולקרוון	ולקרוואן	4	118
ומקרוון	ומקרוואן	10	118
שהקרוון	שהקרוואן	3	118
מהקרוון	מהקרוואן	2	118
קרוונים	קרוואנים	95	0
בקרוונים	בקרוואנים	101	95
הקרוונים	הקרוואנים	47	95
וקרוונים	וקרוואנים	2	95
לקרוונים	לקרוואנים	2	95
מקרוונים	מקרוואנים	2	95
ובקרוונים	ובקרוואנים	2	95
והקרוונים	והקרוואנים	2	95
מהקרוונים	מהקרוואנים	2	95
קרט	קראט	24	0
בקרט	בקראט	8	24
וקרט	וקראט	4	24
לקרט	לקראט	1	24
מקרט	מקראט	1	24
רֵעֶךָ	רעך	2	0
ראביט	רביט	9	0
ראדון	רדון	3	0
בראדון	ברדון	2	3
מראדון	מרדון	3	3
שראדון	שרדון	1	3
ראטגרס	רטגרס	1	0
בראטגרס	ברטגרס	1	1
לראטגרס	לרטגרס	1	1
הראליזם	הריאליזם	2	0
ראליטי	ריאליטי	1	0
ראמון	רמון	1	0
ראפיד	רפיד	14	0
בראפיד	ברפיד	2	14
מראפיד	מרפיד	1	14
ראקציה	ריאקציה	4	0
הראקציה	הריאקציה	1	4
וראקציה	וריאקציה	1	4
לראקציה	לריאקציה	1	4
מראקציה	מריאקציה	1	4
ראקציות	ריאקציות	2	0
לראקציות	לריאקציות	1	2
ראשמור	רשמור	1	0
רביזור	רוויזור	1	0
רביזיה	רוויזיה	4	0
הרביזיה	הרוויזיה	1	4
רביזיות	רוויזיות	1	0
ורביזיות	ורוויזיות	1	1
רבינוביץ	רבינוביץ'	181	0
מרבינוביץ	מרבינוביץ'	1	181
רביקוביץ	רביקוביץ'	26	0
רוהר	רור	1	0
ברוהר	ברור	1	1
שרוהר	שרור	1	1
רוזנצוויג	רוזנצווייג	114	0
ברוזנצוויג	ברוזנצווייג	1	114
ורוזנצוויג	ורוזנצווייג	5	114
לרוזנצוויג	לרוזנצווייג	2	114
מרוזנצוויג	מרוזנצווייג	2	114
שרוזנצוויג	שרוזנצווייג	7	114
כשרוזנצוויג	כשרוזנצווייג	1	114
רוזנצוייג	רוזנצווייג	3	0
רומאנו	רומנו	3	0
רומאריו	רומריו	3	0
ורומאריו	ורומריו	1	3
רומיאו	רומאו	6	0
שברומיאו	שברומאו	1	6
רונאלד	רונלד	1	0
רונאלדו	רונלדו	11	0
ורונאלדו	ורונלדו	4	11
שרונאלדו	שרונלדו	1	11
רונאלדיניו	רונלדיניו	2	0
רוסלאן	רוסלן	1	0
רייאן	ראיין	1	0
ריסטרט	ריסטארט	16	0
בריסטרט	בריסטארט	1	16
ריפאבליק	ריפבליק	22	0
לריפאבליק	לריפבליק	1	22
ריפנשטאהל	ריפנשטל	2	0
ריצ'ארד	ריצ'רד	22	0
וריצ'ארד	וריצ'רד	5	22
לריצ'ארד	לריצ'רד	2	22
שריצ'ארד	שריצ'רד	2	22
שאגאל	שגאל	42	0
בשאגאל	בשגאל	3	42
ששאגאל	ששגאל	1	42
שאזאם	שזאם	1	0
שאנגחאי	שנגחאי	2	0
שאנסון	שנסון	1	0
השאנסון	השנסון	2	1
לשאנסון	לשנסון	1	1
ששאנסון	ששנסון	1	1
שאנסונים	שנסונים	2	0
שארלוט	שרלוט	1	0
בשארלוט	בשרלוט	4	1
משארלוט	משרלוט	1	1
שבדיה	שוודיה	226	0
בשבדיה	בשוודיה	125	226
ושבדיה	ושוודיה	13	226
לשבדיה	לשוודיה	29	226
משבדיה	משוודיה	17	226
ששבדיה	ששוודיה	1	226
ובשבדיה	ובשוודיה	7	226
שבשבדיה	שבשוודיה	3	226
כששבדיה	כששוודיה	1	226
שבליה	שוולייה	6	0
שבלייה	שוולייה	1	0
שווארץ	שוורץ	55	0
ושווארץ	ושוורץ	1	55
לשווארץ	לשוורץ	1	55
ששווארץ	ששוורץ	1	55
שוויג	שווייג	2	0
שוייג	שווייג	2	0
שוייד	שווייד	4	0
כשוייד	כשווייד	1	4
שוייצר	שווייצר	1	0
שופנהאואר	שופנהאוור	4	0
